yy,flag_id,lat_short,lon_short,cwp_grid,days,sets_una,sets_log,sets_dfad,sets_afad,sets_oth,skj_c_una,yft_c_una,bet_c_una,oth_c_una,skj_c_log,yft_c_log,bet_c_log,oth_c_log,skj_c_dfad,yft_c_dfad,bet_c_dfad,oth_c_dfad,skj_c_afad,yft_c_afad,bet_c_afad,oth_c_afad,skj_c_oth,yft_c_oth,bet_c_oth,oth_c_oth
2021,"","05N","170E","61050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05N","170W","64050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05N","175E","61050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05N","175W","64050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05N","180W","64050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","140E","62000014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","145E","62000014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","150E","62000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","155E","62000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","155W","63000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","160E","62000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","160W","63000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","165E","62000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","165W","63000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","170E","62000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","170W","63000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","175E","62000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","175W","63000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","05S","180W","63000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","125E","61100012500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","140E","61100014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","145E","61100014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","150E","61100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","155E","61100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","170W","64100016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","175W","64100017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10N","180W","64100017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","105E","62050010500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","135W","63050013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","140E","62050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","140W","63050013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","145W","63050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","150E","62050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","150W","63050014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","155W","63050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","160E","62050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","160W","63050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","165E","62050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","165W","63050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","170W","63050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","175E","62050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","175W","63050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","10S","180W","63050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","145W","63100014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","150E","62100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","150W","63100014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","155E","62100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","155W","63100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","160E","62100016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","160W","63100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","165E","62100016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","165W","63100016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","170E","62100017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","170W","63100016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","175E","62100017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","175W","63100017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","15S","180W","63100017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","25N","120E","61250012000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","25N","125E","61250012500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","25N","130E","61250013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","30N","125E","61300012500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","30N","130E","61300013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","30N","135E","61300013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35N","125E","61350012500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35N","130E","61350013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35N","135E","61350013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35N","150E","61350015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35N","155E","61350015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","35S","170E","62300017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","40N","145E","61400014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","40N","150E","61400015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","40S","170E","62350017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"","45S","170E","62400017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","00N","155W","64000015000",9.82,0.000,0,10,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,449.228,134.235,213.012,0.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","00N","160W","64000015500",18.44,0.000,0,17,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1071.097,327.749,482.065,0.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","05S","155W","63000015000",48.44,0.000,0,49,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1549.126,675.302,933.303,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","05S","160W","63000015500",33.83,1.230,0,30,0,0.00,103.361,0.786,6.135,0.000,0.000,0.000,0.000,0.000,1239.848,538.536,721.335,0.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","10S","145W","63050014000",20.24,1.230,0,18,0,0.00,12.365,8.449,3.695,0.000,0.000,0.000,0.000,0.000,465.002,151.030,209.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","10S","150W","63050014500",50.33,0.000,0,42,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,852.304,335.392,437.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","10S","155W","63050015000",10.41,1.230,0,12,0,0.00,2.322,0.017,0.112,0.000,0.000,0.000,0.000,0.000,239.716,93.278,114.259,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","10S","160W","63050015500",27.61,0.000,0,27,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,583.624,160.831,186.810,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"EC","15S","150W","63100014500",9.83,0.000,0,7,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,341.302,82.544,109.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"ES","00N","155W","64000015000",17.54,5.000,0,15,0,0.00,245.773,130.503,3.725,0.000,0.000,0.000,0.000,0.000,986.112,251.083,352.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"ES","05S","165W","63000016000",53.49,0.000,0,56,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1624.037,468.863,732.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"ES","05S","170W","63000016500",52.52,2.000,0,63,0,0.00,80.298,38.342,1.360,0.000,0.000,0.000,0.000,0.000,1521.295,618.269,630.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","140E","61000014000",44.73,53.510,1,7,0,0.00,1440.848,72.820,10.248,0.000,9.562,9.277,1.346,0.000,327.237,112.378,34.718,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","145E","61000014500",70.08,53.500,0,12,1,0.00,788.500,439.368,22.553,0.000,0.000,0.000,0.000,0.000,254.422,126.060,48.437,0.000,11.668,6.382,2.134,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","150E","61000015000",240.45,175.670,0,76,0,0.00,2443.158,1191.315,55.238,0.000,0.000,0.000,0.000,0.000,1491.227,742.097,253.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","155E","61000015500",268.88,85.800,1,140,1,0.00,1401.125,325.372,17.435,0.000,12.323,6.365,1.496,0.000,3737.343,1894.968,608.701,0.095,12.603,9.606,3.021,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","160E","61000016000",188.65,20.190,3,115,0,0.00,298.683,31.309,2.041,0.000,57.342,34.873,9.716,0.000,3076.141,1002.156,470.251,0.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","165E","61000016500",503.09,453.180,3,174,0,0.00,5665.400,4782.059,177.605,0.000,146.409,26.191,9.060,0.000,7087.613,1536.992,769.211,0.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","170E","61000017000",147.78,119.130,0,61,0,0.00,2367.144,868.769,45.060,0.000,0.000,0.000,0.000,0.000,2770.371,503.515,253.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","170W","64000016500",40.38,4.040,0,9,0,0.00,344.107,27.620,1.684,0.000,0.000,0.000,0.000,0.000,294.939,57.578,46.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","175E","61000017500",184.16,82.550,0,57,0,0.00,2428.896,189.843,20.633,0.000,0.000,0.000,0.000,0.000,2462.526,506.734,259.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","175W","64000017000",135.74,32.310,0,44,0,0.00,1484.193,142.344,13.448,0.000,0.000,0.000,0.000,0.000,1451.254,474.189,315.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","00N","180W","64000017500",65.06,17.170,0,20,0,0.00,625.567,30.810,4.659,0.000,0.000,0.000,0.000,0.000,684.199,128.672,75.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","140E","61050014000",19.31,2.020,0,5,0,0.00,19.689,0.373,0.122,0.000,0.000,0.000,0.000,0.000,101.336,30.746,9.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","145E","61050014500",24.23,10.100,2,4,0,0.00,255.128,76.318,7.651,0.000,11.719,5.041,1.405,0.000,79.439,15.775,5.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","150E","61050015000",28.29,8.080,0,7,0,0.00,205.631,108.626,8.693,0.000,0.000,0.000,0.000,0.000,75.713,25.626,9.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","155E","61050015500",24.75,13.120,0,6,0,0.00,177.424,102.942,5.243,0.000,0.000,0.000,0.000,0.000,89.703,34.675,11.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","160E","61050016000",27.25,5.050,0,12,0,0.00,52.464,17.340,0.841,0.000,0.000,0.000,0.000,0.000,176.776,48.522,21.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","165E","61050016500",15.13,4.040,1,6,0,0.00,91.992,18.233,0.789,0.000,8.419,1.355,0.318,0.010,96.439,16.091,8.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","170E","61050017000",22.19,1.010,0,17,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,453.165,78.100,41.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","170W","64050016500",33.85,4.040,0,10,0,0.00,455.976,21.488,1.916,0.000,0.000,0.000,0.000,0.000,831.139,152.042,121.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","175E","61050017500",96.91,44.820,0,16,0,0.00,1199.479,71.250,9.350,0.000,0.000,0.000,0.000,0.000,550.222,72.617,39.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","175W","64050017000",77.69,17.170,0,13,0,0.00,740.938,52.715,3.630,0.000,0.000,0.000,0.000,0.000,518.219,108.032,70.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05N","180W","64050017500",90.83,21.210,0,22,0,0.00,568.096,47.038,5.538,0.000,0.000,0.000,0.000,0.000,1047.183,169.346,100.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","140E","62000014000",28.76,39.370,1,0,0,0.00,1200.228,31.605,5.467,0.000,12.068,7.505,0.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","145E","62000014500",25.24,24.240,0,1,0,0.00,428.431,132.664,6.085,0.000,0.000,0.000,0.000,0.000,27.578,9.282,3.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","150E","62000015000",160.84,126.700,0,40,0,0.00,3005.910,686.658,41.134,0.303,0.000,0.000,0.000,0.000,1230.450,501.365,143.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","155E","62000015500",587.61,497.940,1,199,0,0.00,8945.380,1844.609,104.807,0.000,20.479,4.108,0.644,0.000,7954.554,2440.500,716.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","160E","62000016000",312.02,214.600,0,125,0,0.00,4873.468,676.943,44.707,0.000,0.000,0.000,0.000,0.000,5304.656,1306.684,503.662,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","165E","62000016500",359.09,139.850,1,169,0,0.00,2084.097,379.054,19.396,0.000,26.108,14.163,4.288,0.050,7167.717,1672.639,800.712,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","165W","63000016000",12.11,1.010,0,6,0,0.00,9.905,0.156,0.032,0.000,0.000,0.000,0.000,0.000,190.433,20.964,20.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","170E","62000017000",230.67,113.080,0,88,0,0.00,2519.037,132.887,13.428,0.000,0.000,0.000,0.000,0.000,2386.953,544.634,235.342,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","170W","63000016500",21.20,2.020,0,11,0,0.00,25.896,1.192,0.160,0.000,0.000,0.000,0.000,0.000,253.592,46.106,38.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","175E","62000017500",169.16,63.600,0,98,0,0.00,740.481,397.276,11.741,0.000,0.000,0.000,0.000,0.000,2080.970,476.783,217.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","05S","180W","63000017500",172.91,106.480,0,55,0,0.00,1488.315,443.342,19.582,0.000,0.000,0.000,0.000,0.000,1475.218,298.614,151.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,"FM","10S","150E","62050015000",48.93,47.460,0,3,0,0.00,554.279,541.151,13.703,0.000,0.000,0.000,0.000,0.000,81.151,16.185,3.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
